Suburb,Postcode,Level,School,approx,dist_m,dist_m_round,label,Rcodes_list,Top_rcode,Top_rcode_pct,in_bushfire_prone,pct_overlap
Manning,6152,Secondary,Como Secondary College,FALSE,,,Como Secondary College,"R20 (8.8%), R30 (3.8%), R50 (1.6%), R60 (0.9%), R-AC4 (0.7%)",R20,8.8,FALSE,0
Marangaroo,6064,Primary,Dianella Heights Primary School,TRUE,3565.304682,3565,Dianella Heights Primary School (approx ~3565 m),,,,TRUE,22.72014833
Marangaroo,6064,Secondary,Carine Senior High School,TRUE,2618.860506,2619,Carine Senior High School (approx ~2619 m),,,,TRUE,22.72014833
Mariginiup,6078,Primary,Dianella Heights Primary School,TRUE,15251.16353,15251,Dianella Heights Primary School (approx ~15251 m),,,,TRUE,93.7283586
Mariginiup,6078,Secondary,Duncraig Senior High School,TRUE,8362.26886,8362,Duncraig Senior High School (approx ~8362 m),,,,TRUE,93.7283586
Marmion,6020,Primary,Balcatta PS,TRUE,5329.251508,5329,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~5329 m)","R20 (34.3%), R20/25 (5.2%), R40 (0.2%)",R20,34.3,TRUE,11.09835348
Marmion,6020,Primary,Osborne PS,TRUE,5329.251508,5329,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~5329 m)","R20 (34.3%), R20/25 (5.2%), R40 (0.2%)",R20,34.3,TRUE,11.09835348
Marmion,6020,Primary,West Balcatta PS,TRUE,5329.251508,5329,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~5329 m)","R20 (34.3%), R20/25 (5.2%), R40 (0.2%)",R20,34.3,TRUE,11.09835348
Marmion,6020,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,"R20 (34.3%), R20/25 (5.2%), R40 (0.2%)",R20,34.3,TRUE,11.09835348
Marmion,6020,Secondary,Duncraig Senior High School,FALSE,,,Duncraig Senior High School,"R20 (34.3%), R20/25 (5.2%), R40 (0.2%)",R20,34.3,TRUE,11.09835348
Martin,6110,Primary,Lathlain Primary School,TRUE,10146.97499,10147,Lathlain Primary School (approx ~10147 m),"R20 (0.5%), R40 (0.0%), R25 (0.0%), R30 (0.0%)",R20,0.5,TRUE,97.80929681
Martin,6110,Secondary,Rossmoyne Senior High School,TRUE,8658.28815,8658,Rossmoyne Senior High School (approx ~8658 m),"R20 (0.5%), R40 (0.0%), R25 (0.0%), R30 (0.0%)",R20,0.5,TRUE,97.80929681
Maylands,6051,Primary,Bayswater PS,FALSE,,,"Maylands Peninsula PS, Bayswater PS","R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Primary,Inglewood PS,FALSE,,,"Inglewood PS, Maylands Peninsula PS","R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Primary,Inglewood Primary School,FALSE,,,Inglewood Primary School,"R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Primary,Maylands Peninsula PS,FALSE,,,"Inglewood PS, Maylands Peninsula PS","R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Primary,Maylands Peninsula PS,FALSE,,,"Maylands Peninsula PS, Bayswater PS","R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Primary,Maylands Peninsula Primary School,FALSE,,,Maylands Peninsula Primary School,"R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Secondary,John Forrest Secondary College,FALSE,,,John Forrest Secondary College,"R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Maylands,6051,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R50 (8.6%), R30 (8.1%), R40 (4.8%), R-AC0 (2.7%), R20 (2.3%), R60 (2.1%), R25 (0.0%), R-AC3 (0.0%)",R50,8.6,TRUE,12.8555785
Medina,6167,Secondary,Leeming Senior High School,TRUE,16063.9022,16064,Leeming Senior High School (approx ~16064 m),,,,TRUE,61.48854054
Melaleuca,6079,Primary,Dianella Heights Primary School,TRUE,11759.68557,11760,Dianella Heights Primary School (approx ~11760 m),,,,TRUE,98.66894485
Melaleuca,6079,Secondary,Carine Senior High School,TRUE,11947.19645,11947,Carine Senior High School (approx ~11947 m),,,,TRUE,98.66894485
Melville,6156,Primary,Manning Primary School,TRUE,4567.571867,4568,Manning Primary School (approx ~4568 m),"R20 (42.6%), R40 (11.3%), R30/40 (1.8%), R35 (0.4%), R-AC0 (0.3%)",R20,42.6,FALSE,0
Melville,6156,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R20 (42.6%), R40 (11.3%), R30/40 (1.8%), R35 (0.4%), R-AC0 (0.3%)",R20,42.6,FALSE,0
Menora,6050,Primary,Coolbinia PS,FALSE,,,"Mt Lawley PS, Coolbinia PS","R20 (12.6%), R12.5 (10.4%), R10 (0.9%)",R20,12.6,FALSE,0
Menora,6050,Primary,Coolbinia PS,FALSE,,,"Coolbinia PS, Kyilla PS","R20 (12.6%), R12.5 (10.4%), R10 (0.9%)",R20,12.6,FALSE,0
Menora,6050,Primary,Coolbinia Primary School,FALSE,,,Coolbinia Primary School,"R20 (12.6%), R12.5 (10.4%), R10 (0.9%)",R20,12.6,FALSE,0
Menora,6050,Primary,Kyilla PS,FALSE,,,"Coolbinia PS, Kyilla PS","R20 (12.6%), R12.5 (10.4%), R10 (0.9%)",R20,12.6,FALSE,0
Menora,6050,Primary,Mt Lawley PS,FALSE,,,"Mt Lawley PS, Coolbinia PS","R20 (12.6%), R12.5 (10.4%), R10 (0.9%)",R20,12.6,FALSE,0
Menora,6050,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R20 (12.6%), R12.5 (10.4%), R10 (0.9%)",R20,12.6,FALSE,0
Merriwa,6030,Secondary,Duncraig Senior High School,TRUE,13726.08365,13726,Duncraig Senior High School (approx ~13726 m),"R20 (88.5%), R40 (3.2%)",R20,88.5,TRUE,1.539292933
Middle Swan,6056,Primary,Embleton Primary School,TRUE,8378.896798,8379,Embleton Primary School (approx ~8379 m),"R17.5 (2.3%), R20 (0.8%), R20/35 (0.6%), R20/40 (0.4%), R60 (0.0%), R40 (0.0%)",R17.5,2.3,TRUE,40.1580538
Middle Swan,6056,Secondary,John Forrest Secondary College,TRUE,6233.46502,6233,John Forrest Secondary College (approx ~6233 m),"R17.5 (2.3%), R20 (0.8%), R20/35 (0.6%), R20/40 (0.4%), R60 (0.0%), R40 (0.0%)",R17.5,2.3,TRUE,40.1580538
Midland,6056,Primary,Bayswater Primary School,TRUE,7020.168444,7020,Bayswater Primary School (approx ~7020 m),"R40/60 (4.6%), R60/80 (3.3%), R20 (2.7%), R20/35 (2.6%), R60 (1.7%), R60/100 (1.4%), R40 (1.2%), R20/40 (1.0%), R20/50 (0.9%), R100 (0.9%), R40/80 (0.9%), R20/60 (0.2%)",R40/60,4.6,TRUE,13.45126095
Midland,6056,Secondary,John Forrest Secondary College,TRUE,4995.867171,4996,John Forrest Secondary College (approx ~4996 m),"R40/60 (4.6%), R60/80 (3.3%), R20 (2.7%), R20/35 (2.6%), R60 (1.7%), R60/100 (1.4%), R40 (1.2%), R20/40 (1.0%), R20/50 (0.9%), R100 (0.9%), R40/80 (0.9%), R20/60 (0.2%)",R40/60,4.6,TRUE,13.45126095
Midvale,6056,Primary,Bayswater Primary School,TRUE,8771.074621,8771,Bayswater Primary School (approx ~8771 m),"R20/50 (3.1%), R40 (1.7%), R40/50 (0.4%), R20 (0.1%), R20/35 (0.0%)",R20/50,3.1,TRUE,22.65686825
Midvale,6056,Secondary,John Forrest Secondary College,TRUE,6947.379071,6947,John Forrest Secondary College (approx ~6947 m),"R20/50 (3.1%), R40 (1.7%), R40/50 (0.4%), R20 (0.1%), R20/35 (0.0%)",R20/50,3.1,TRUE,22.65686825
Millendon,6056,Primary,Morley Primary School,TRUE,11897.16004,11897,Morley Primary School (approx ~11897 m),,,,TRUE,46.02574281
Millendon,6056,Secondary,John Forrest Secondary College,TRUE,11845.59218,11846,John Forrest Secondary College (approx ~11846 m),,,,TRUE,46.02574281
Mindarie,6030,Secondary,Duncraig Senior High School,TRUE,9604.637887,9605,Duncraig Senior High School (approx ~9605 m),"R20 (38.4%), R40 (1.6%), R30 (0.2%)",R20,38.4,TRUE,51.4467953
Mirrabooka,6061,Primary,Dianella Heights Primary School,FALSE,,,Dianella Heights Primary School,,,,TRUE,35.1988241
Mirrabooka,6061,Secondary,John Forrest Secondary College,TRUE,1930.731019,1931,John Forrest Secondary College (approx ~1931 m),,,,TRUE,35.1988241
Morley,6062,Primary,Embleton Primary School,FALSE,,,Embleton Primary School,"R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,Hillcrest Primary School,FALSE,,,Hillcrest Primary School,"R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,Morley PS,FALSE,,,"West Morley PS, Morley PS","R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,Morley Primary School,FALSE,,,Morley Primary School,"R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,North Morley PS,FALSE,,,"West Morley PS, North Morley PS","R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,West Morley PS,FALSE,,,"West Morley PS, Morley PS","R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,West Morley PS,FALSE,,,"West Morley PS, North Morley PS","R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Primary,West Morley Primary School,FALSE,,,West Morley Primary School,"R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Morley,6062,Secondary,John Forrest Secondary College,FALSE,,,John Forrest Secondary College,"R25 (15.3%), R40 (0.1%), R30 (0.0%), R20/35 (0.0%), R20/50 (0.0%)",R25,15.3,TRUE,0.095235072
Mosman Park,6012,Primary,Como Primary School,TRUE,6806.076083,6806,Como Primary School (approx ~6806 m),"R40 (5.5%), R20 (4.4%), R12.5 (3.4%), R15 (1.1%), R20/25 (1.0%), R17.5 (0.9%), R25 (0.8%), R60 (0.7%), R-AC3 (0.5%), R80 (0.3%), R12.5/25 (0.2%), R50 (0.2%), R30 (0.1%), R15/25 (0.1%)",R40,5.5,TRUE,20.43294952
Mosman Park,6012,Secondary,Fremantle College,FALSE,,,"John Curtin College, Shenton College, Melville SHS, Fremantle College","R40 (5.5%), R20 (4.4%), R12.5 (3.4%), R15 (1.1%), R20/25 (1.0%), R17.5 (0.9%), R25 (0.8%), R60 (0.7%), R-AC3 (0.5%), R80 (0.3%), R12.5/25 (0.2%), R50 (0.2%), R30 (0.1%), R15/25 (0.1%)",R40,5.5,TRUE,20.43294952
Mosman Park,6012,Secondary,John Curtin College,FALSE,,,"John Curtin College, Shenton College, Melville SHS, Fremantle College","R40 (5.5%), R20 (4.4%), R12.5 (3.4%), R15 (1.1%), R20/25 (1.0%), R17.5 (0.9%), R25 (0.8%), R60 (0.7%), R-AC3 (0.5%), R80 (0.3%), R12.5/25 (0.2%), R50 (0.2%), R30 (0.1%), R15/25 (0.1%)",R40,5.5,TRUE,20.43294952
Mosman Park,6012,Secondary,Melville SHS,FALSE,,,"John Curtin College, Shenton College, Melville SHS, Fremantle College","R40 (5.5%), R20 (4.4%), R12.5 (3.4%), R15 (1.1%), R20/25 (1.0%), R17.5 (0.9%), R25 (0.8%), R60 (0.7%), R-AC3 (0.5%), R80 (0.3%), R12.5/25 (0.2%), R50 (0.2%), R30 (0.1%), R15/25 (0.1%)",R40,5.5,TRUE,20.43294952
Mosman Park,6012,Secondary,Shenton College,FALSE,,,"John Curtin College, Shenton College, Melville SHS, Fremantle College","R40 (5.5%), R20 (4.4%), R12.5 (3.4%), R15 (1.1%), R20/25 (1.0%), R17.5 (0.9%), R25 (0.8%), R60 (0.7%), R-AC3 (0.5%), R80 (0.3%), R12.5/25 (0.2%), R50 (0.2%), R30 (0.1%), R15/25 (0.1%)",R40,5.5,TRUE,20.43294952
Mosman Park,6012,Secondary,Shenton College,FALSE,,,Shenton College,"R40 (5.5%), R20 (4.4%), R12.5 (3.4%), R15 (1.1%), R20/25 (1.0%), R17.5 (0.9%), R25 (0.8%), R60 (0.7%), R-AC3 (0.5%), R80 (0.3%), R12.5/25 (0.2%), R50 (0.2%), R30 (0.1%), R15/25 (0.1%)",R40,5.5,TRUE,20.43294952
Mount Claremont,6010,Primary,South Perth Primary School,TRUE,4540.691127,4541,South Perth Primary School (approx ~4541 m),"R20 (14.0%), R12.5 (5.1%), R25 (2.2%), R30 (1.8%), R40 (0.9%), R50 (0.7%), R60 (0.1%)",R20,14,TRUE,30.51812376
Mount Claremont,6010,Secondary,Shenton College,FALSE,,,Shenton College,"R20 (14.0%), R12.5 (5.1%), R25 (2.2%), R30 (1.8%), R40 (0.9%), R50 (0.7%), R60 (0.1%)",R20,14,TRUE,30.51812376
Mount Hawthorn,6016,Primary,Coolbinia PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Primary,Kyilla PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Primary,Osborne PS,FALSE,,,"Tuart Hill PS, Osborne PS","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Primary,Osborne Primary School,FALSE,,,Osborne Primary School,"R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Osborne PS","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Primary,Tuart Hill Primary School,FALSE,,,Tuart Hill Primary School,"R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,"R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Secondary,Bob Hawke College,FALSE,,,"Bob Hawke College, Dianella Secondary College","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Secondary,Dianella Secondary College,FALSE,,,"Bob Hawke College, Dianella Secondary College","R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Hawthorn,6016,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R30 (21.1%), R60 (2.8%), R100 (2.2%), R20 (1.9%), R80 (0.9%), R40 (0.7%), R-AC2 (0.3%)",R30,21.1,FALSE,0
Mount Lawley,6050,Primary,Coolbinia PS,FALSE,,,"Mt Lawley PS, Coolbinia PS","R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Primary,Coolbinia Primary School,FALSE,,,Coolbinia Primary School,"R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Primary,Inglewood PS,FALSE,,,"Inglewood PS, Maylands Peninsula PS","R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Primary,Inglewood Primary School,FALSE,,,Inglewood Primary School,"R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Primary,Maylands Peninsula PS,FALSE,,,"Inglewood PS, Maylands Peninsula PS","R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Primary,Maylands Peninsula Primary School,FALSE,,,Maylands Peninsula Primary School,"R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Primary,Mt Lawley PS,FALSE,,,"Mt Lawley PS, Coolbinia PS","R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Lawley,6050,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R12.5 (16.6%), R40 (10.7%), R30 (5.2%), R50 (3.9%), R20 (1.5%), R60 (0.7%), R80 (0.4%), R100 (0.3%), R-AC0 (0.2%)",R12.5,16.6,TRUE,4.935187565
Mount Nasura,6112,Primary,Curtin PS,TRUE,16851.4182,16851,"Curtin PS, Manning PS (approx ~16851 m)","R5 (47.0%), R10/25 (18.0%), R15/25 (17.8%), R2.5 (2.3%), R15/40 (0.1%), R15 (0.1%)",R5,47,TRUE,69.05805934
Mount Nasura,6112,Primary,Manning PS,TRUE,16851.4182,16851,"Curtin PS, Manning PS (approx ~16851 m)","R5 (47.0%), R10/25 (18.0%), R15/25 (17.8%), R2.5 (2.3%), R15/40 (0.1%), R15 (0.1%)",R5,47,TRUE,69.05805934
Mount Nasura,6112,Secondary,Willeton Senior High School,TRUE,13076.55289,13077,Willeton Senior High School (approx ~13077 m),"R5 (47.0%), R10/25 (18.0%), R15/25 (17.8%), R2.5 (2.3%), R15/40 (0.1%), R15 (0.1%)",R5,47,TRUE,69.05805934
Mount Pleasant,6153,Primary,Como Primary School,TRUE,121.290158,121,Como Primary School (approx ~121 m),"R20 (8.3%), R-AC0 (3.0%), R12.5 (1.3%), R60 (0.9%), R40/60 (0.3%), R40 (0.2%)",R20,8.3,TRUE,5.133315657
Mount Pleasant,6153,Secondary,Applecross SHS,FALSE,,,"Rossmoyne SHS, Applecross SHS","R20 (8.3%), R-AC0 (3.0%), R12.5 (1.3%), R60 (0.9%), R40/60 (0.3%), R40 (0.2%)",R20,8.3,TRUE,5.133315657
Mount Pleasant,6153,Secondary,Applecross Senior High School,FALSE,,,Applecross Senior High School,"R20 (8.3%), R-AC0 (3.0%), R12.5 (1.3%), R60 (0.9%), R40/60 (0.3%), R40 (0.2%)",R20,8.3,TRUE,5.133315657
Mount Pleasant,6153,Secondary,Rossmoyne SHS,FALSE,,,"Rossmoyne SHS, Applecross SHS","R20 (8.3%), R-AC0 (3.0%), R12.5 (1.3%), R60 (0.9%), R40/60 (0.3%), R40 (0.2%)",R20,8.3,TRUE,5.133315657
Mount Richon,6112,Primary,Curtin PS,TRUE,19093.10162,19093,"Curtin PS, Manning PS (approx ~19093 m)","R15/25 (23.2%), R-AC0 (0.1%)",R15/25,23.2,TRUE,78.42766552
Mount Richon,6112,Primary,Manning PS,TRUE,19093.10162,19093,"Curtin PS, Manning PS (approx ~19093 m)","R15/25 (23.2%), R-AC0 (0.1%)",R15/25,23.2,TRUE,78.42766552
Mount Richon,6112,Secondary,Willeton Senior High School,TRUE,15065.97966,15066,Willeton Senior High School (approx ~15066 m),"R15/25 (23.2%), R-AC0 (0.1%)",R15/25,23.2,TRUE,78.42766552
Mullaloo,6027,Primary,Balcatta PS,TRUE,12026.09222,12026,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~12026 m)",R20 (0.4%),R20,0.4,TRUE,27.75049314
Mullaloo,6027,Primary,Osborne PS,TRUE,12026.09222,12026,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~12026 m)",R20 (0.4%),R20,0.4,TRUE,27.75049314
Mullaloo,6027,Primary,West Balcatta PS,TRUE,12026.09222,12026,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~12026 m)",R20 (0.4%),R20,0.4,TRUE,27.75049314
Mullaloo,6027,Secondary,Duncraig Senior High School,TRUE,1036.880731,1037,Duncraig Senior High School (approx ~1037 m),R20 (0.4%),R20,0.4,TRUE,27.75049314
Mundaring,6073,Primary,Bayswater Primary School,TRUE,18199.18831,18199,Bayswater Primary School (approx ~18199 m),,,,TRUE,99.73150687
Mundaring,6073,Secondary,John Forrest Secondary College,TRUE,17174.82463,17175,John Forrest Secondary College (approx ~17175 m),,,,TRUE,99.73150687
Munster,6166,Primary,Manning Primary School,TRUE,12667.62145,12668,Manning Primary School (approx ~12668 m),,,,TRUE,93.84740656
Munster,6166,Secondary,Lakelands SHS,TRUE,6572.13167,6572,"Leeming SHS, Lakelands SHS (approx ~6572 m)",,,,TRUE,93.84740656
Munster,6166,Secondary,Leeming SHS,TRUE,6572.13167,6572,"Leeming SHS, Lakelands SHS (approx ~6572 m)",,,,TRUE,93.84740656
Murdoch,6150,Primary,Manning Primary School,TRUE,3360.373456,3360,Manning Primary School (approx ~3360 m),"R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Applecross SHS,FALSE,,,"Applecross SHS, Melville SHS","R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Lakelands SHS,FALSE,,,"Leeming SHS, Lakelands SHS","R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Leeming SHS,FALSE,,,"Leeming SHS, Lakelands SHS","R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Leeming SHS,FALSE,,,"Rossmoyne SHS, Leeming SHS","R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Leeming Senior High School,FALSE,,,Leeming Senior High School,"R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Melville SHS,FALSE,,,"Applecross SHS, Melville SHS","R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Murdoch,6150,Secondary,Rossmoyne SHS,FALSE,,,"Rossmoyne SHS, Leeming SHS","R20 (5.7%), R60 (0.2%)",R20,5.7,TRUE,32.69729628
Myaree,6154,Primary,Manning Primary School,TRUE,3340.960319,3341,Manning Primary School (approx ~3341 m),"R20 (24.9%), R40 (8.3%), R25 (0.6%)",R20,24.9,FALSE,0
Myaree,6154,Secondary,Applecross Senior High School,FALSE,,,Applecross Senior High School,"R20 (24.9%), R40 (8.3%), R25 (0.6%)",R20,24.9,FALSE,0
Myaree,6154,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R20 (24.9%), R40 (8.3%), R25 (0.6%)",R20,24.9,FALSE,0
Naval Base,6165,Primary,Manning Primary School,TRUE,17661.94538,17662,Manning Primary School (approx ~17662 m),,,,TRUE,68.56157373
Naval Base,6165,Secondary,Lakelands SHS,TRUE,11565.20137,11565,"Leeming SHS, Lakelands SHS (approx ~11565 m)",,,,TRUE,68.56157373
Naval Base,6165,Secondary,Leeming SHS,TRUE,11565.20137,11565,"Leeming SHS, Lakelands SHS (approx ~11565 m)",,,,TRUE,68.56157373
Nedlands,6009,Primary,South Perth Primary School,TRUE,2488.857178,2489,South Perth Primary School (approx ~2489 m),"R12.5 (2.1%), R60 (1.6%), R10 (1.1%), R15 (0.9%), R-AC1 (0.8%), R20 (0.7%), R160 (0.7%), R-AC3 (0.4%), R40 (0.3%), R50 (0.3%)",R12.5,2.1,TRUE,3.219167457
Nedlands,6009,Secondary,Shenton College,FALSE,,,Shenton College,"R12.5 (2.1%), R60 (1.6%), R10 (1.1%), R15 (0.9%), R-AC1 (0.8%), R20 (0.7%), R160 (0.7%), R-AC3 (0.4%), R40 (0.3%), R50 (0.3%)",R12.5,2.1,TRUE,3.219167457
Neerabup,6031,Primary,Balcatta PS,TRUE,18523.91766,18524,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18524 m)",,,,TRUE,83.45947434
Neerabup,6031,Primary,Osborne PS,TRUE,18523.91766,18524,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18524 m)",,,,TRUE,83.45947434
Neerabup,6031,Primary,West Balcatta PS,TRUE,18523.91766,18524,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18524 m)",,,,TRUE,83.45947434
Neerabup,6031,Secondary,Duncraig Senior High School,TRUE,8143.418435,8143,Duncraig Senior High School (approx ~8143 m),,,,TRUE,83.45947434
Nollamara,6061,Primary,Nollamara Primary School,FALSE,,,Nollamara Primary School,R-AC0 (0.5%),R-AC0,0.5,TRUE,0.531256763
